time,Shortmidfoot0,Shortmidfoot3,Shortmidfoot7
0.0,2.66453526e-15,2.66453526e-15,2.66453526e-15
0.00100000005,0.000302704691,0.000355025084,-2.92800396e-05
0.00118043262,0.000309900672,0.000356663601,-2.40958598e-05
0.0013673763,0.000309900031,0.000356038188,-2.3784236e-05
0.00156627491,0.000310212694,0.00035635088,-2.37852182e-05
0.00178191485,0.000309900031,0.000356037985,-2.37862678e-05
0.00201872922,0.000309900177,0.00035635056,-2.34879408e-05
0.00228102878,0.000309900206,0.000356038014,-2.37886961e-05
0.00257318164,0.000309900293,0.00035635056,-2.34906511e-05
0.00289975922,0.00030990041,0.00035633723,-2.38047596e-05
0.00326566119,0.000310212868,0.000356663077,-2.37935092e-05
0.0036762259,0.000309900439,0.000356037548,-2.34960062e-05
0.00413733535,0.000310199917,0.000356662582,-2.3498249e-05
0.0046555195,0.00030990041,0.000356662611,-2.35007738e-05
0.00523806131,0.000309587864,0.000356036966,-2.35036041e-05
0.00589310797,0.000310213218,0.000356336357,-2.35067855e-05
0.00662979484,0.000310213305,0.000356036471,-2.29113775e-05
0.0074583739,0.000309900701,0.000356036355,-2.3214885e-05
0.00839036331,0.000309900905,0.000356035976,-2.35188563e-05
0.00943870749,0.000309900934,0.00035633528,-2.29249636e-05
0.0106179575,0.00031020079,0.000356035162,-2.29306424e-05
0.0119444784,0.000309901312,0.000356035045,-2.26244738e-05
0.0134366732,0.000310214091,0.00035603455,-2.26446937e-05
0.0151152387,0.000309901661,0.000356034026,-2.265273e-05
0.0170034543,0.000310214469,0.000356645585,-2.26617231e-05
0.0191275049,0.000309902069,0.000356645003,-2.20728471e-05
0.0215168409,0.000309902331,0.000355732336,-2.20841594e-05
0.0242045838,0.00030990268,0.00035634372,-2.17842971e-05
0.0272279941,0.000309902971,0.000356030156,-2.11995066e-05
0.0306289755,0.000310215954,0.000356328761,-2.09158952e-05
0.0344546586,0.000309903786,0.000356340664,-2.09336285e-05
0.0387580544,0.000309904164,0.000356326229,-2.0055013e-05
0.0435987748,0.000309904717,0.00035663732,-2.00771265e-05
0.0490438752,0.000309905212,0.000356948352,-1.95028388e-05
0.0551687516,0.000309906027,0.000356633769,-1.86188081e-05
0.0620582029,0.000310219271,0.000356631615,-1.83629563e-05
0.0698075816,0.000310220232,0.000356629316,-1.74854285e-05
0.0785241053,0.00030959578,0.000356313947,-1.63120894e-05
0.0883283466,0.000309596973,0.000356923178,-1.60673735e-05
0.0993558392,0.000310223433,0.000356607139,-1.55144917e-05
0.111759,0.000309599418,0.000356616394,-1.31432989e-05
0.125709131,0.000310226373,0.00035629957,-1.23006857e-05
0.141398832,0.000310227886,0.000356594508,-1.14764998e-05
0.159044549,0.000309917203,0.000356901583,-9.12135692e-06
0.178889558,0.000310218806,0.000356583099,-7.696186e-06
0.201207235,0.000310234318,0.000356276665,-5.36584139e-06
0.22630474,0.00031022387,0.000356881414,-3.05457638e-06
0.254527122,0.000310213683,0.000356859935,-4.23615859e-07
0.286261946,0.000310230185,0.000356550707,3.0741005e-06
0.321944535,0.000310546486,0.000357452169,7.20498338e-06
0.362063527,0.000310237956,0.000356841047,1.10062329e-05
0.407167494,0.000310229516,0.000356814708,1.53908368e-05
0.457872003,0.000310560252,0.000357112614,2.10122307e-05
0.514867723,0.000310552947,0.000357395649,2.78345051e-05
0.578929007,0.000310572388,0.000357690064,3.5250534e-05
0.650924087,0.000310878939,0.000357343873,4.51040287e-05
0.731825829,0.000310274423,0.000358232908,5.58566389e-05
0.822723687,0.000310283096,0.000358207733,6.97122596e-05
0.924837351,0.000311204349,0.000358179765,8.53995589e-05
1.03953087,0.000311214419,0.00035844848,0.000102656508
1.16832948,0.00031091299,0.000359026686,0.000121504068
1.31293631,0.000311550539,0.00035927564,0.000142211298
1.47525203,0.000311563694,0.000359547208,0.000163536097
1.65739584,0.000311577809,0.000359801605,0.000186094127
1.861727,0.000310967414,0.000360052101,0.000209881124
2.09086895,0.000311608514,0.000360610837,0.000233984974
2.34773469,0.000310999691,0.000360839476,0.00025809402
2.6355536,0.000311328913,0.000361389189,0.000282231689
2.95789766,0.000311345328,0.00036192176,0.000305165682
3.31871057,0.000311361247,0.000362150022,0.000326918729
3.72233438,0.000311375334,0.000362686929,0.000345299981
4.17353678,0.000310801057,0.000362894265,0.000358171586
4.67753601,0.00031050932,0.000363124709,0.000365505432
5.24002075,0.000309904193,0.000363031897,0.000362374296
5.86716652,0.000310562493,0.000364520849,0.000332191266
6.56564426,0.000311242533,0.000364529318,0.000270324614
7.34261847,0.000311924319,0.000365451939,0.000174953457
8.20572948,0.000311645359,0.00036512292,5.28345299e-05
9.16306305,0.000307886396,0.000363173807,-2.98744362e-05
10.2230911,0.000297470106,0.000359147409,-5.5602748e-05
11.3945942,0.000278923224,0.000348719157,
12.6865425,0.000252083992,0.000334302982,
14.1079416,0.00021302719,0.000319812098,
15.6676378,0.000155741218,0.000310159085,
17.3740635,7.18800511e-05,0.000305524271,
19.2349377,-7.53396819e-07,0.000304920482,
21.2569065,-3.84436098e-05,0.00030739425,
23.0,-5.29729186e-05,0.00031324767,
25.3505707,-3.04019868e-05,0.00032102628,
27.8664379,7.21448087e-05,0.000327923306,
30.0,0.000261462497,0.000333647884,
